product_weight_g,product_length_cm,product_height_cm,product_width_cm,price,freight_value,payment_sequential,payment_installments,payment_value,review_score
650.0,23.0,3.0,16.0,60.0,15.17,1.0,1.0,56.84,4.0
150.0,19.0,3.0,11.0,56.89,16.37,1.0,1.0,136.6,4.0
300.0,29.0,7.0,16.0,90.0,26.93,1.0,3.0,70.49,5.0
350.0,16.0,6.0,11.0,68.9,14.21,1.0,1.0,131.0,5.0
2500.0,22.0,22.0,22.0,23.99,14.1,1.0,5.0,54.5,5.0
183.0,19.0,21.0,13.0,128.8,12.4,1.0,1.0,36.62,5.0
400.0,26.0,18.0,23.0,99.9,47.75,1.0,5.0,413.75,5.0
350.0,16.0,16.0,16.0,169.97,17.63,1.0,6.0,105.37,5.0
16050.0,70.0,50.0,45.0,40.0,17.6,1.0,1.0,173.74,1.0
1750.0,35.0,23.0,35.0,49.99,11.85,1.0,3.0,33.17,5.0
200.0,30.0,4.0,12.0,29.0,18.23,1.0,1.0,264.16,5.0
2050.0,20.0,10.0,20.0,359.9,62.26,1.0,1.0,123.27,5.0
4700.0,37.0,41.0,36.0,75.0,23.46,1.0,4.0,87.24,5.0
150.0,16.0,5.0,17.0,159.0,44.81,1.0,11.0,116.33,5.0
250.0,17.0,7.0,12.0,9.0,7.78,1.0,1.0,37.97,5.0
2200.0,41.0,26.0,41.0,68.5,14.06,1.0,1.0,78.04,5.0
250.0,20.0,20.0,20.0,89.9,11.24,1.0,3.0,82.1,1.0
700.0,47.0,27.0,32.0,89.9,11.24,1.0,1.0,82.94,5.0
800.0,30.0,30.0,30.0,49.95,11.85,1.0,1.0,21.4,5.0
700.0,27.0,6.0,32.0,314.99,12.81,1.0,1.0,53.73,5.0
300.0,17.0,28.0,11.0,43.0,7.87,1.0,1.0,44.3,4.0
600.0,31.0,15.0,23.0,320.0,9.83,1.0,1.0,73.38,5.0
800.0,17.0,27.0,17.0,13.65,14.1,1.0,1.0,347.19,5.0
200.0,16.0,3.0,13.0,420.0,20.19,1.0,1.0,38.59,3.0
400.0,18.0,12.0,12.0,19.9,17.63,1.0,1.0,62.48,5.0
500.0,21.0,4.0,26.0,14.9,7.39,1.0,7.0,678.85,5.0
3950.0,16.0,27.0,46.0,25.0,19.32,1.0,2.0,108.11,5.0
300.0,16.0,6.0,15.0,108.0,19.3,1.0,1.0,24.81,5.0
200.0,28.0,10.0,18.0,204.9,18.68,1.0,1.0,77.19,2.0
7600.0,49.0,40.0,40.0,299.99,39.68,1.0,1.0,53.1,1.0
1517.0,23.0,18.0,13.0,54.9,14.13,2.0,3.0,37.41,5.0
5850.0,60.0,20.0,29.0,38.9,13.37,1.0,3.0,151.6,4.0
1000.0,40.0,28.0,25.0,39.99,17.78,1.0,4.0,56.79,5.0
600.0,16.0,10.0,11.0,139.99,35.21,1.0,1.0,177.8,4.0
100.0,21.0,9.0,14.0,54.4,16.35,1.0,3.0,155.51,1.0
650.0,30.0,10.0,20.0,59.99,22.48,1.0,1.0,62.06,5.0
13950.0,40.0,70.0,40.0,189.0,15.49,1.0,1.0,114.83,5.0
27050.0,90.0,20.0,90.0,169.99,19.89,1.0,1.0,661.08,2.0
8450.0,35.0,60.0,40.0,49.99,15.11,1.0,4.0,385.88,4.0
20900.0,65.0,35.0,55.0,49.99,15.11,1.0,1.0,144.03,5.0
500.0,18.0,7.0,18.0,89.9,19.82,1.0,10.0,599.49,3.0
500.0,25.0,10.0,15.0,89.9,19.82,1.0,2.0,143.55,5.0
2600.0,20.0,40.0,40.0,419.9,23.02,1.0,1.0,104.34,5.0
2050.0,40.0,11.0,34.0,128.0,18.15,1.0,7.0,73.34,5.0
1900.0,45.0,15.0,35.0,69.9,17.74,1.0,8.0,429.17,4.0
350.0,26.0,17.0,20.0,53.5,12.81,1.0,7.0,368.05,5.0
1140.0,22.0,22.0,19.0,225.0,13.7,1.0,3.0,99.11,5.0
350.0,16.0,10.0,13.0,36.76,15.1,1.0,3.0,188.31,4.0
600.0,25.0,10.0,11.0,149.9,27.59,1.0,2.0,47.6,5.0
500.0,18.0,80.0,15.0,24.99,14.1,1.0,3.0,50.29,5.0
1000.0,20.0,10.0,15.0,98.3,101.78,1.0,5.0,213.96,5.0
1225.0,33.0,13.0,30.0,12.49,18.23,1.0,1.0,38.91,5.0
800.0,17.0,17.0,17.0,12.49,18.23,1.0,1.0,11.2,5.0
400.0,19.0,9.0,18.0,12.49,18.23,1.0,1.0,61.99,4.0
50.0,30.0,10.0,20.0,78.0,7.41,1.0,6.0,190.98,4.0
300.0,16.0,16.0,16.0,326.8,11.1,1.0,1.0,2759.88,5.0
1400.0,55.0,5.0,24.0,121.9,18.1,1.0,2.0,54.6,5.0
550.0,45.0,15.0,35.0,29.0,7.78,1.0,4.0,162.6,5.0
150.0,17.0,9.0,17.0,59.9,18.04,1.0,1.0,107.53,1.0
875.0,45.0,19.0,42.0,78.0,18.13,1.0,1.0,68.16,5.0
575.0,25.0,25.0,25.0,78.0,18.13,1.0,1.0,17.88,4.0
1038.0,24.0,17.0,23.0,44.9,16.11,1.0,1.0,43.84,3.0
400.0,35.0,8.0,20.0,19.9,11.85,1.0,6.0,155.14,5.0
4300.0,78.0,4.0,47.0,19.9,11.85,1.0,8.0,138.57,5.0
210.0,17.0,9.0,12.0,35.0,12.43,1.0,1.0,5.89,5.0
343.0,18.0,14.0,15.0,44.99,7.58,1.0,1.0,136.08,5.0
20850.0,65.0,37.0,52.0,159.9,26.49,1.0,3.0,38.22,4.0
8000.0,50.0,25.0,45.0,49.0,17.64,1.0,1.0,172.3,5.0
150.0,20.0,13.0,12.0,279.0,20.92,1.0,5.0,188.51,5.0
2550.0,35.0,30.0,13.0,34.5,27.01,1.0,1.0,74.05,5.0
100.0,16.0,5.0,16.0,46.99,20.84,1.0,1.0,60.65,5.0
800.0,20.0,50.0,40.0,85.9,14.33,2.0,1.0,46.26,3.0
1500.0,37.0,23.0,35.0,39.9,22.21,1.0,1.0,16.77,5.0
600.0,22.0,8.0,15.0,148.0,19.63,1.0,1.0,46.13,4.0
1000.0,20.0,20.0,20.0,39.9,16.79,2.0,1.0,1.21,5.0
700.0,20.0,8.0,14.0,193.0,15.08,1.0,2.0,139.62,5.0
1150.0,35.0,25.0,25.0,9.9,16.79,2.0,1.0,3.64,5.0
420.0,23.0,25.0,16.0,99.9,8.16,1.0,2.0,203.06,4.0
300.0,16.0,6.0,15.0,110.32,7.64,1.0,1.0,39.05,4.0
200.0,16.0,2.0,11.0,326.16,21.16,1.0,2.0,616.86,1.0
18400.0,30.0,105.0,25.0,159.9,15.87,1.0,1.0,185.88,3.0
300.0,104.0,4.0,20.0,42.49,7.78,1.0,2.0,75.07,4.0
150.0,35.0,10.0,25.0,259.9,13.32,1.0,3.0,87.64,5.0
2350.0,20.0,40.0,30.0,110.0,20.01,2.0,1.0,20.0,4.0
3700.0,40.0,24.0,28.0,78.0,15.65,1.0,1.0,140.2,4.0
12750.0,40.0,50.0,40.0,150.0,44.97,1.0,1.0,45.93,1.0
200.0,16.0,12.0,12.0,26.18,17.6,1.0,2.0,138.66,3.0
1625.0,53.0,30.0,31.0,79.9,16.32,1.0,10.0,289.85,5.0
4100.0,49.0,13.0,38.0,34.0,8.27,1.0,1.0,35.84,5.0
1100.0,32.0,16.0,16.0,34.0,8.27,4.0,1.0,28.75,4.0
550.0,60.0,7.0,40.0,101.99,23.99,1.0,1.0,63.82,4.0
800.0,17.0,17.0,17.0,101.99,23.99,1.0,4.0,76.98,4.0
200.0,18.0,18.0,18.0,14.6,7.78,1.0,1.0,111.89,5.0
100.0,19.0,3.0,11.0,249.9,16.5,1.0,5.0,312.11,4.0
500.0,18.0,8.0,14.0,49.8,19.04,1.0,4.0,110.42,4.0
100.0,20.0,2.0,15.0,185.0,22.09,1.0,1.0,72.31,5.0
500.0,22.0,14.0,23.0,359.99,16.27,1.0,5.0,264.39,5.0
650.0,25.0,25.0,25.0,19.95,15.1,1.0,1.0,8.17,5.0
600.0,23.0,7.0,15.0,49.99,18.23,1.0,2.0,53.0,5.0
14150.0,100.0,15.0,15.0,107.99,8.18,1.0,3.0,38.75,5.0
1200.0,19.0,14.0,15.0,29.99,14.24,1.0,10.0,205.46,5.0
1700.0,16.0,20.0,28.0,205.0,22.27,1.0,1.0,44.85,5.0
10200.0,105.0,15.0,25.0,87.0,19.3,1.0,3.0,236.54,4.0
250.0,25.0,15.0,15.0,99.0,45.99,1.0,1.0,139.15,2.0
3450.0,30.0,40.0,11.0,64.86,15.52,1.0,1.0,176.4,5.0
500.0,17.0,13.0,13.0,59.0,17.66,1.0,1.0,53.66,5.0
3750.0,35.0,23.0,35.0,126.99,38.03,1.0,2.0,144.65,5.0
800.0,30.0,30.0,20.0,19.99,7.78,1.0,2.0,67.5,5.0
600.0,17.0,17.0,17.0,83.9,8.96,1.0,1.0,117.9,5.0
200.0,19.0,3.0,11.0,12.9,11.85,1.0,5.0,253.98,5.0
150.0,20.0,4.0,25.0,50.0,14.1,1.0,4.0,82.38,5.0
3500.0,36.0,10.0,35.0,69.9,0.0,1.0,10.0,913.7,5.0
1400.0,24.0,10.0,16.0,415.37,15.25,1.0,1.0,116.36,1.0
5700.0,50.0,20.0,40.0,72.0,17.75,1.0,5.0,54.1,4.0
400.0,16.0,13.0,13.0,34.99,26.89,1.0,1.0,162.25,5.0
350.0,24.0,5.0,22.0,149.9,33.5,1.0,3.0,38.37,4.0
50.0,23.0,15.0,15.0,69.98,47.41,1.0,1.0,233.04,5.0
250.0,16.0,23.0,19.0,69.98,47.41,1.0,2.0,416.48,5.0
600.0,40.0,4.0,30.0,169.9,30.31,1.0,1.0,85.47,5.0
700.0,25.0,25.0,25.0,199.99,27.94,1.0,8.0,920.17,3.0
2550.0,34.0,7.0,17.0,101.34,17.96,1.0,2.0,21.77,5.0
1000.0,35.0,20.0,20.0,129.0,25.55,10.0,1.0,38.38,4.0
1808.0,24.0,31.0,25.0,69.9,16.25,1.0,5.0,111.92,5.0
400.0,28.0,13.0,12.0,570.0,20.9,1.0,3.0,91.36,3.0
200.0,20.0,7.0,15.0,259.9,24.81,1.0,1.0,76.95,4.0
250.0,17.0,12.0,14.0,535.0,28.33,1.0,1.0,97.81,5.0
63.0,21.0,2.0,15.0,169.96,34.56,1.0,4.0,40.78,5.0
3000.0,20.0,30.0,30.0,89.9,7.88,1.0,2.0,202.76,4.0
13550.0,48.0,49.0,49.0,190.0,19.43,1.0,4.0,54.23,5.0
500.0,16.0,20.0,16.0,309.9,20.27,1.0,3.0,351.73,5.0
900.0,16.0,7.0,11.0,59.9,14.13,1.0,1.0,78.78,4.0
150.0,16.0,3.0,13.0,72.9,18.08,1.0,1.0,113.71,5.0
1613.0,21.0,18.0,21.0,72.9,18.08,1.0,1.0,62.65,5.0
350.0,22.0,4.0,20.0,17.9,15.1,1.0,1.0,44.38,1.0
369.0,26.0,7.0,7.0,99.0,15.44,1.0,1.0,273.45,4.0
393.0,17.0,7.0,14.0,138.0,18.22,1.0,1.0,60.95,2.0
200.0,16.0,16.0,16.0,129.9,15.66,1.0,2.0,35.69,5.0
2500.0,36.0,38.0,36.0,129.0,12.4,1.0,9.0,105.85,3.0
1400.0,38.0,5.0,21.0,255.0,14.23,1.0,1.0,46.94,5.0
2500.0,27.0,32.0,39.0,98.0,19.88,1.0,2.0,32.77,5.0
10500.0,52.0,50.0,16.0,68.9,15.92,1.0,1.0,0.39,5.0
104.0,14.0,10.0,15.0,169.0,17.43,1.0,1.0,61.58,5.0
100.0,16.0,16.0,16.0,155.0,13.75,1.0,1.0,117.22,5.0
500.0,40.0,8.0,30.0,85.0,11.8,1.0,5.0,127.33,4.0
1100.0,45.0,8.0,35.0,29.9,21.26,1.0,3.0,176.39,4.0
450.0,22.0,11.0,19.0,12.25,14.1,1.0,2.0,26.17,5.0
200.0,21.0,11.0,13.0,72.0,15.9,1.0,3.0,519.89,5.0
875.0,31.0,22.0,33.0,599.0,15.4,1.0,6.0,82.34,5.0
1600.0,25.0,16.0,18.0,24.99,17.63,1.0,10.0,701.13,5.0
2100.0,53.0,27.0,40.0,24.99,17.63,1.0,2.0,63.7,5.0
850.0,24.0,16.0,21.0,89.5,15.7,1.0,10.0,417.89,1.0
300.0,50.0,4.0,40.0,28.9,19.04,1.0,2.0,136.21,4.0
750.0,25.0,5.0,25.0,24.9,15.79,1.0,10.0,143.01,2.0
6375.0,38.0,27.0,41.0,99.99,16.95,1.0,4.0,70.14,5.0
350.0,17.0,21.0,11.0,100.0,49.23,1.0,1.0,145.56,5.0
19700.0,81.0,24.0,50.0,54.99,8.29,1.0,10.0,1048.57,5.0
5200.0,50.0,20.0,40.0,30.0,8.82,1.0,1.0,92.32,4.0
400.0,30.0,7.0,30.0,30.0,8.82,1.0,2.0,56.62,1.0
800.0,45.0,15.0,35.0,49.9,8.72,1.0,6.0,172.52,5.0
800.0,45.0,10.0,35.0,159.99,27.85,1.0,3.0,76.55,5.0
800.0,35.0,12.0,22.0,59.99,7.68,1.0,1.0,126.15,5.0
100.0,24.0,5.0,16.0,1437.0,42.51,1.0,1.0,32.77,5.0
445.0,19.0,12.0,12.0,349.99,17.21,1.0,4.0,81.12,5.0
100.0,16.0,16.0,11.0,199.0,10.21,1.0,6.0,157.81,5.0
550.0,19.0,13.0,19.0,720.0,40.5,6.0,1.0,20.0,3.0
200.0,16.0,8.0,11.0,320.0,20.25,1.0,5.0,126.23,5.0
700.0,16.0,5.0,11.0,720.0,40.5,1.0,10.0,259.19,3.0
3150.0,30.0,30.0,30.0,39.99,18.38,1.0,7.0,104.94,5.0
550.0,30.0,30.0,11.0,399.0,32.46,1.0,1.0,93.24,5.0
230.0,19.0,10.0,15.0,285.0,58.9,1.0,2.0,67.77,5.0
200.0,16.0,5.0,11.0,40.0,15.1,1.0,1.0,55.04,4.0
100.0,19.0,19.0,19.0,19.9,15.1,1.0,1.0,48.87,5.0
200.0,29.0,7.0,16.0,144.9,21.09,1.0,1.0,114.8,1.0
11700.0,36.0,54.0,35.0,12.9,7.78,1.0,1.0,58.87,5.0
150.0,16.0,2.0,11.0,175.0,15.4,1.0,5.0,201.96,1.0
150.0,16.0,9.0,11.0,53.9,8.11,1.0,4.0,47.44,4.0
6400.0,34.0,22.0,50.0,53.9,8.11,1.0,1.0,140.03,4.0
413.0,17.0,13.0,12.0,62.9,11.94,1.0,3.0,379.2,3.0
300.0,19.0,9.0,15.0,49.9,14.52,1.0,4.0,305.31,1.0
411.0,21.0,19.0,19.0,550.0,20.29,1.0,2.0,23.68,5.0
14300.0,41.0,40.0,40.0,550.0,20.29,1.0,2.0,51.03,5.0
650.0,25.0,33.0,14.0,459.0,17.97,1.0,3.0,142.54,5.0
2550.0,20.0,32.0,35.0,64.9,16.21,1.0,2.0,145.56,2.0
650.0,45.0,15.0,35.0,29.9,8.11,1.0,1.0,35.75,5.0
1363.0,26.0,23.0,21.0,41.29,9.34,1.0,2.0,475.82,4.0
350.0,19.0,7.0,15.0,147.14,13.58,1.0,1.0,102.03,5.0
450.0,100.0,12.0,20.0,108.0,15.52,1.0,2.0,120.68,5.0
1900.0,27.0,9.0,18.0,108.0,15.52,1.0,1.0,53.76,5.0
150.0,22.0,2.0,22.0,89.9,12.33,1.0,1.0,61.71,5.0
6200.0,22.0,21.0,18.0,158.4,26.39,1.0,1.0,201.08,5.0
2500.0,90.0,14.0,27.0,63.72,49.0,1.0,1.0,373.37,2.0
1400.0,22.0,12.0,33.0,99.9,48.99,1.0,2.0,52.72,5.0
433.0,47.0,4.0,35.0,72.0,0.05,1.0,1.0,67.68,5.0
300.0,16.0,11.0,11.0,45.0,8.29,1.0,5.0,72.9,5.0
200.0,36.0,4.0,28.0,144.0,14.59,1.0,5.0,72.66,3.0
700.0,20.0,12.0,15.0,119.99,22.31,1.0,1.0,35.01,3.0
200.0,22.0,22.0,16.0,48.5,9.34,1.0,2.0,105.6,5.0
550.0,20.0,30.0,30.0,39.9,13.71,1.0,1.0,76.34,3.0
2200.0,35.0,35.0,25.0,249.9,16.63,1.0,1.0,25.07,5.0
200.0,22.0,2.0,16.0,113.57,14.88,1.0,1.0,123.33,5.0
8975.0,57.0,57.0,22.0,34.9,18.23,1.0,1.0,124.85,4.0
175.0,22.0,12.0,15.0,35.0,11.27,1.0,1.0,0.8,5.0
400.0,16.0,8.0,16.0,35.0,11.27,1.0,1.0,45.48,3.0
700.0,27.0,13.0,17.0,89.9,18.93,1.0,1.0,72.43,5.0
900.0,22.0,46.0,39.0,89.9,18.93,1.0,1.0,51.1,5.0
700.0,16.0,15.0,15.0,59.9,14.59,1.0,4.0,203.8,3.0
1650.0,33.0,44.0,19.0,179.9,30.38,1.0,6.0,67.43,5.0
300.0,18.0,16.0,14.0,49.0,14.52,1.0,1.0,100.34,5.0
2800.0,40.0,15.0,40.0,49.0,14.52,1.0,2.0,56.4,5.0
1000.0,20.0,30.0,20.0,84.99,15.35,1.0,1.0,109.24,5.0
200.0,19.0,22.0,13.0,99.9,21.78,1.0,1.0,21.43,4.0
3050.0,33.0,13.0,33.0,149.0,34.8,1.0,3.0,172.16,5.0
800.0,16.0,16.0,16.0,199.9,21.89,1.0,1.0,144.65,5.0
250.0,20.0,16.0,16.0,10.25,7.78,1.0,1.0,45.01,5.0
6011.0,56.0,20.0,50.0,10.25,7.78,1.0,7.0,184.93,4.0
717.0,21.0,18.0,18.0,10.25,7.78,1.0,10.0,993.55,5.0
300.0,16.0,16.0,16.0,39.9,6.58,1.0,2.0,107.02,5.0
2400.0,50.0,15.0,17.0,149.99,34.87,1.0,2.0,22.95,3.0
200.0,30.0,20.0,15.0,159.9,19.4,1.0,2.0,76.08,5.0
250.0,26.0,26.0,11.0,170.0,16.82,1.0,2.0,72.79,2.0
3000.0,23.0,8.0,23.0,13.9,11.85,1.0,1.0,88.63,5.0
2800.0,69.0,11.0,11.0,32.9,16.92,1.0,1.0,367.2,2.0
2000.0,38.0,13.0,20.0,599.9,31.05,1.0,3.0,96.55,5.0
8900.0,105.0,12.0,52.0,139.9,26.21,1.0,1.0,265.53,3.0
300.0,20.0,7.0,15.0,54.9,12.23,1.0,1.0,173.84,5.0
450.0,18.0,18.0,18.0,170.0,15.64,1.0,1.0,37.1,5.0
600.0,16.0,22.0,24.0,49.99,14.1,1.0,1.0,32.77,1.0
461.0,20.0,16.0,17.0,39.9,13.37,1.0,1.0,904.8,5.0
175.0,16.0,15.0,16.0,49.9,11.85,1.0,4.0,54.27,5.0
3042.0,37.0,15.0,43.0,27.99,7.39,1.0,1.0,125.0,5.0
300.0,20.0,13.0,13.0,89.99,17.07,1.0,1.0,70.24,3.0
850.0,19.0,36.0,24.0,61.49,8.27,1.0,3.0,78.56,5.0
3400.0,79.0,11.0,55.0,74.0,15.62,1.0,1.0,368.52,5.0
200.0,23.0,7.0,15.0,49.9,17.6,1.0,2.0,187.11,5.0
200.0,20.0,5.0,20.0,39.0,16.11,1.0,1.0,173.88,4.0
350.0,40.0,10.0,14.0,59.9,14.13,1.0,1.0,113.11,5.0
500.0,20.0,20.0,20.0,148.0,27.34,1.0,1.0,43.95,5.0
1350.0,32.0,52.0,19.0,39.0,7.39,1.0,7.0,97.81,3.0
175.0,22.0,9.0,12.0,179.9,14.28,1.0,1.0,209.91,1.0
350.0,37.0,9.0,12.0,17.5,12.79,1.0,1.0,28.17,5.0
650.0,30.0,3.0,19.0,122.1,8.11,1.0,1.0,231.96,5.0
3000.0,36.0,31.0,31.0,59.0,15.16,1.0,3.0,98.34,5.0
1050.0,30.0,30.0,30.0,220.0,13.04,1.0,1.0,70.93,1.0
50.0,17.0,4.0,13.0,24.5,15.1,1.0,3.0,85.34,5.0
200.0,16.0,9.0,12.0,599.99,23.11,1.0,1.0,131.87,5.0
1000.0,37.0,37.0,18.0,219.99,19.82,1.0,7.0,83.29,5.0
100.0,16.0,12.0,11.0,72.99,49.02,1.0,8.0,573.78,5.0
150.0,20.0,10.0,20.0,99.99,15.91,1.0,2.0,62.81,5.0
100.0,18.0,6.0,11.0,38.89,17.6,1.0,15.0,197.58,5.0
1400.0,28.0,9.0,25.0,24.99,7.39,1.0,1.0,20.0,5.0
1060.0,20.0,17.0,18.0,419.0,22.84,1.0,1.0,111.37,5.0
100.0,45.0,15.0,35.0,250.0,9.01,1.0,3.0,193.01,5.0
250.0,25.0,25.0,25.0,21.1,12.69,1.0,4.0,167.81,5.0
25200.0,58.0,40.0,52.0,799.99,54.34,1.0,1.0,21.99,3.0
4400.0,16.0,25.0,23.0,56.99,16.16,1.0,1.0,111.61,5.0
1250.0,20.0,20.0,20.0,179.0,9.45,1.0,4.0,106.28,1.0
400.0,19.0,5.0,19.0,129.9,9.72,1.0,4.0,190.9,4.0
900.0,20.0,12.0,12.0,41.5,29.16,1.0,4.0,51.72,5.0
1350.0,31.0,32.0,31.0,31.9,7.29,1.0,3.0,772.51,5.0
700.0,25.0,25.0,25.0,89.99,17.88,1.0,1.0,82.78,3.0
850.0,24.0,20.0,24.0,69.9,13.64,1.0,1.0,374.72,1.0
275.0,40.0,48.0,38.0,59.0,14.17,1.0,1.0,37.53,5.0
350.0,16.0,6.0,11.0,173.99,16.66,7.0,1.0,1.86,5.0
1100.0,95.0,8.0,50.0,48.9,11.85,1.0,8.0,85.52,5.0
150.0,16.0,10.0,16.0,481.0,19.56,1.0,3.0,88.92,4.0
6300.0,50.0,25.0,30.0,39.9,7.54,1.0,1.0,72.29,5.0
350.0,45.0,5.0,35.0,13.6,7.78,1.0,4.0,140.56,4.0
350.0,16.0,16.0,16.0,139.9,10.19,1.0,6.0,207.99,1.0
100.0,16.0,16.0,16.0,53.0,34.67,1.0,4.0,128.95,5.0
200.0,21.0,7.0,13.0,53.0,34.68,1.0,2.0,138.62,5.0
8500.0,62.0,62.0,41.0,53.0,34.68,1.0,1.0,96.35,5.0
425.0,17.0,4.0,13.0,89.9,12.13,1.0,1.0,87.51,3.0
11700.0,40.0,20.0,30.0,143.8,18.3,1.0,8.0,213.56,5.0
1100.0,28.0,5.0,20.0,39.99,8.64,1.0,1.0,134.3,5.0
50.0,17.0,7.0,13.0,76.9,10.18,1.0,1.0,146.26,3.0
500.0,40.0,15.0,40.0,99.9,11.46,1.0,2.0,143.81,1.0
240.0,19.0,12.0,14.0,79.69,18.66,1.0,6.0,136.3,5.0
13450.0,56.0,40.0,36.0,130.0,18.79,1.0,8.0,413.59,5.0
1000.0,30.0,30.0,30.0,24.99,14.11,3.0,1.0,2.87,1.0
325.0,21.0,12.0,15.0,269.0,25.03,2.0,1.0,160.0,5.0
7250.0,66.0,14.0,48.0,269.0,25.03,1.0,4.0,47.22,5.0
600.0,68.0,8.0,13.0,389.0,55.25,1.0,1.0,70.6,5.0
5908.0,35.0,46.0,35.0,127.27,18.77,1.0,4.0,72.75,1.0
850.0,38.0,11.0,13.0,99.9,3.7,1.0,1.0,35.84,4.0
800.0,16.0,9.0,11.0,117.99,24.96,1.0,3.0,2389.78,5.0
2100.0,35.0,9.0,25.0,166.99,27.49,1.0,1.0,57.46,1.0
975.0,20.0,17.0,32.0,89.9,59.86,2.0,1.0,30.0,5.0
460.0,24.0,14.0,18.0,29.99,7.78,1.0,3.0,257.95,1.0
2000.0,28.0,60.0,28.0,129.9,18.16,1.0,1.0,159.03,5.0
300.0,16.0,9.0,11.0,52.9,14.46,1.0,1.0,115.44,5.0
250.0,20.0,20.0,20.0,69.0,18.72,1.0,3.0,111.71,5.0
2100.0,20.0,20.0,20.0,79.9,17.81,1.0,2.0,101.9,5.0
500.0,25.0,25.0,25.0,69.8,15.24,1.0,5.0,489.9,5.0
1250.0,18.0,19.0,16.0,59.9,27.8,1.0,3.0,64.52,5.0
1233.0,27.0,20.0,20.0,95.0,7.93,1.0,1.0,37.88,5.0
750.0,16.0,8.0,16.0,53.9,14.47,1.0,1.0,28.0,5.0
313.0,20.0,14.0,12.0,53.9,14.47,1.0,1.0,74.51,4.0
117.0,16.0,11.0,12.0,53.9,14.47,1.0,1.0,49.24,4.0
3200.0,30.0,30.0,20.0,21.9,20.8,1.0,5.0,194.11,4.0
50.0,18.0,18.0,18.0,21.9,20.8,1.0,1.0,68.27,5.0
250.0,16.0,16.0,15.0,199.0,19.27,1.0,5.0,50.44,5.0
350.0,16.0,2.0,20.0,19.9,7.78,1.0,1.0,109.74,5.0
900.0,38.0,24.0,14.0,45.0,16.79,1.0,1.0,318.53,4.0
150.0,20.0,15.0,15.0,89.99,18.2,3.0,1.0,150.3,1.0
300.0,24.0,7.0,14.0,135.0,12.68,1.0,1.0,39.05,4.0
1600.0,35.0,15.0,23.0,199.6,37.21,1.0,1.0,40.68,5.0
600.0,24.0,10.0,16.0,67.8,19.44,1.0,3.0,39.41,5.0
430.0,21.0,11.0,17.0,27.3,15.1,1.0,4.0,78.19,4.0
400.0,33.0,21.0,27.0,75.0,12.43,1.0,1.0,27.7,5.0
433.0,24.0,12.0,15.0,180.0,12.28,1.0,10.0,150.56,4.0
1450.0,69.0,11.0,11.0,49.9,15.45,1.0,1.0,75.72,5.0
245.0,18.0,12.0,13.0,49.9,15.45,1.0,1.0,221.64,5.0
600.0,30.0,15.0,20.0,49.9,15.45,1.0,1.0,73.34,5.0
600.0,20.0,13.0,13.0,69.99,15.24,1.0,2.0,148.69,5.0
268.0,32.0,15.0,30.0,276.0,19.21,1.0,7.0,155.27,4.0
350.0,16.0,21.0,11.0,132.8,27.01,1.0,1.0,60.38,4.0
1450.0,58.0,12.0,43.0,57.49,11.15,1.0,1.0,123.38,5.0
1450.0,69.0,11.0,11.0,105.9,17.99,1.0,1.0,60.41,5.0
550.0,20.0,20.0,30.0,209.99,18.72,1.0,3.0,109.81,5.0
3850.0,47.0,15.0,45.0,150.0,62.85,1.0,5.0,266.85,5.0
200.0,20.0,11.0,11.0,99.99,21.19,1.0,3.0,266.75,5.0
2700.0,37.0,23.0,39.0,42.99,15.1,1.0,5.0,206.95,4.0
250.0,24.0,3.0,12.0,77.08,14.71,1.0,3.0,63.16,1.0
8900.0,48.0,30.0,35.0,125.0,24.03,1.0,8.0,136.0,5.0
1100.0,45.0,45.0,11.0,144.8,8.89,1.0,1.0,106.43,5.0
100.0,16.0,35.0,11.0,65.0,7.78,1.0,2.0,114.67,5.0
2250.0,40.0,6.0,30.0,89.7,18.51,1.0,3.0,199.47,1.0
450.0,16.0,10.0,16.0,139.9,41.05,1.0,1.0,304.2,5.0
200.0,35.0,3.0,20.0,99.9,25.25,1.0,1.0,893.16,5.0
700.0,80.0,10.0,60.0,24.99,15.28,1.0,1.0,57.11,2.0
100.0,16.0,6.0,20.0,24.99,15.28,1.0,1.0,174.16,4.0
450.0,20.0,12.0,20.0,24.9,11.85,1.0,1.0,198.74,5.0
881.0,38.0,19.0,28.0,260.0,10.38,1.0,3.0,143.2,5.0
1000.0,38.0,6.0,32.0,229.0,22.18,1.0,2.0,59.24,2.0
510.0,20.0,13.0,15.0,189.99,9.09,1.0,10.0,206.44,3.0
100.0,16.0,7.0,11.0,150.0,13.39,1.0,3.0,164.79,5.0
350.0,16.0,2.0,11.0,85.0,33.08,1.0,10.0,542.98,5.0
150.0,27.0,2.0,19.0,28.8,16.39,1.0,2.0,45.0,5.0
150.0,16.0,4.0,11.0,40.0,15.1,1.0,5.0,251.1,3.0
2400.0,38.0,7.0,28.0,97.47,17.93,1.0,8.0,98.94,5.0
450.0,22.0,16.0,16.0,27.9,22.06,1.0,4.0,215.06,3.0
450.0,25.0,28.0,28.0,79.9,17.0,1.0,2.0,175.06,5.0
450.0,19.0,22.0,19.0,34.9,16.79,1.0,1.0,136.67,5.0
900.0,35.0,10.0,22.0,42.99,17.6,1.0,10.0,467.9,5.0
1900.0,25.0,10.0,25.0,99.9,13.04,1.0,1.0,39.58,5.0
